excessFee,rrp,balanceRRP,oldBalanceRRP,productName,productDesc,coverage,productCode,policyStartDate,policyEndDate,policyStatus,retailerName,deviceType,make,model,purchaseDate,deviceCost,relationship,channel,claimType,country,status,turnOnOff,touchScreen,smashed,frontCamera,backCamera,frontOrBackCamera,audio,mic,buttons,connection,charging,other,issueDesc
589.0,18407.0,18407.0,18407.0,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,14/02/2023,14/08/2023,Active,SWEDEN ESTORE BULK UPLOAD,SMARTPHONES,WUAWEI,WUAWEI-AAA119,14/02/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,Tappade telefonen *** oturligt nog landade med skÃ¤rmen nedÃ¥t och trots mobilskal sprack skÃ¤rmen rakt frÃ¥n Ã¶vre vÃ¤nster till nedre hÃ¶ger. ***** gÃ¶r att telefonen **** lÃ¤ngre Ã¤r vattentÃ¤t.
239.0,1879.0,1879.0,1879.0,FI_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Vahinkovauriot, Nestevauriot sekÃƒÂ¤ Varkaus",ADLD/THEFT,FIADLDTHEFT24,23/08/2022,23/08/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA93,23/08/2022,0,self,Online Portal,Theft,FI,Completed,,,,,,,,,,,,,No **** en laitetta kÃ¤yttÃ¤nyt ollenkaan se *** vaan minulla taskussa mukana. ***** **** kavereiden kanssa baarissa viettÃ¤mÃ¤ssÃ¤ iltaa ja puhelin vietiin minuun tahalleen tÃ¶rmÃ¤Ã¤mÃ¤llÃ¤ ja viemÃ¤llÃ¤ oikeasta shortsien etu taskusta. **** huomasin tilanteen ***** liian myÃ¶hÃ¤Ã¤n enkÃ¤ osannut reagoida. Ilmoitin ******* poliisille ja **** siitÃ¤ todistuksen.
239.0,1919.0,1919.0,1919.0,NL_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1203,13/12/2022,13/12/2023,Active,PSFM RETAIL ELECTRONICS,SMARTPHONES,WUAWEI,WUAWEI-AAA63,13/12/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,opladen werkt ook niet alleen draadloos,klapte *** toestel open en hoorde *** krakend geluid waarna er *** zwarte streep/scheur in *** scherm ontstond en allemaal bobbels. hierdoor werkt ook *** touchscreen niet ****.
1459.0,20990.0,20990.0,20990.0,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD24,23/08/2022,23/08/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA93,23/08/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"*** anvÃ¤nde telefonen och skulle lÃ¤gga *** *** i fickan. \nMen *** ramlade ur och ner i backen. En stÃ¶rre spricka i skÃ¤rmen uppstod, samt fick problem med laddningen efter *****. Ã„ven nÃ¥gra mindre mÃ¤rken i skÃ¤rm och ram."
99.0,899.0,899.0,899.0,NL_DISCOUNT_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT2403,2022-03-03 00:00:00,2024-03-03 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA47,2022-03-03 00:00:00,0,self,Online Portal,Theft,NL,Completed,,,,,,,,,,,,,"De telefoon is in de taxi achtergebleven, nadat ik deze *** de chauffeur gaf voor *** adres. \nToen ik binnen de woning stapte merkte ik dat ik de telefoon niet **** had, terwijl ik *** net ervoor in de taxi nog wel had. De Taxi was er al vandoor en ik heb geprobeerd mijn eigen nummer te ******. Deze **** nog wel over, maar er werd niet opgenomen. Later stond *** toestel uit en is deze niet **** te bereiken. "
59.0,1819.0,1819.0,1819.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-02-02 00:00:00,2024-02-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA117,2023-02-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,Ik was bezig met mijn auto en **** viel mijn telefoon uit mijn broekzak op de grond. Waarschijnlijk op *** steentje want rechtsboven is nu *** zwarte plek geworden
619.0,14490.0,14490.0,14490.0,SE_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD1206,28/02/2022,28/02/2023,Active,SWEDEN ESTORE BULK UPLOAD,,WUAWEI,WUAWEI-AAA5,2022-03-03 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,"The device was on a table and was nudged off onto the floor by my fiance's mother, who was cleaning the table. It was not actively being used when it was damaged.\nWhen it hit the floor, the bottom right of the screen cracked"
59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,28/02/2023,28/02/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA119,28/02/2023,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,De telefoon viel met beschermingsmiddelen uit mijn hand op tafel en toen is het scherm gebarsten,Mijn telefoon had ik vast met beschermingsmiddelen **** is hij op tafel gevallen en is mijn scherm gebarsten aangezien hij net op *** randje *** *** scherm viel
45.0,369.0,369.0,369.0,NL_ADLD+THEFT_12M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1203,18/11/2022,18/11/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA273,18/11/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,"Ik gebruik mijn telefoon voor werk. Ik *** bezorger, met de fiets. Om de route te kunnen **** hebben we telefoonhouders voor op *** stuur, en hier zat mijn telefoon in. Echter was de rits hiervan blijkbaar kapot gegaan, waardoor hij niet **** dicht geritst zat. Mijn telefoon viel er dus uit tijdens *** fietsen. Mijn hoesjes zijn nog onderweg dus ik had **** ***** bescherming :("
589.0,18407.0,18407.0,18407.0,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,14/02/2023,14/08/2023,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA139,14/02/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,*** anvÃ¤nde telefonen. Skadan intrÃ¤ffade pÃ¥ pÃ¥ parkringen dÃ¤r *** ******************************************\nTelefonen ramlade ur fickan nÃ¤r *** klev ur *****. *** *** WUAWEI orginal case samt extra skÃ¤rmskydd trots det ramlade telefonen med skÃ¤rmen nedÃ¥t och *** fick 3 st mÃ¤rken/sprickori skÃ¤rmen. Finger sensorn *** Ã¤ven slutat fungera.
59.0,1249.0,1249.0,1249.0,NL_MANDATORY_ADLD+THEFT_12M_UPFRONT_SMARTPHONE_HOLIDAYPAYPROMO,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1217,23/05/2022,23/05/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA15,23/05/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,"*** **** ik niet, ik ontdekte vandaag dat er iets *** ****** in mijn middelste camera **** zit (achter) en kwam er 4 ***** geleden achter dat er 2 lichte krassen op mijn scherm zat. Misschien dat dat op hetzelfde moment is gebeurd, maar dat **** ik niet. Camera *** de achterkant is ook iets minder scherp *** dat hij hoort (als ik de middelste **** gebruik)"
139.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1247,2023-06-09 00:00:00,2024-06-09 00:00:00,Active,,SMARTPHONES,WUAWEI,WUAWEI-AAA196,2023-06-09 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"Telefoon is beschadigd geraakt, werkt nog wel.","Tijdens *** gebruik *** de telefoon en ***** *** lopen, *** ik gevallen en is de telefoon beschadigd geraakt. Frame rondom scherm,  Frame *** vouwpunt."
619.0,14990.0,14990.0,14990.0,SE_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Otursskador, vÃ¤tskeskador och stÃ¶ld",ADLD/THEFT,SEADLDTHEFT24,17/07/2022,17/07/2024,Active,WUAWEI SCPUserPortal,,WUAWEI,WUAWEI-AAA12,17/07/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,Tappat telefonen pÃ¥ ****** och skÃ¤rmen Ã¤r sprucken. UtÃ¶ver det sÃ¥ laddar **** telefonen ibland pga en fuktskada ***** nÃ¥got liknande. SkÃ¤rmen Ã¤r sprucken och det pÃ¥verkar touchfunktionen sÃ¥ det ibland **** gÃ¥r att trycka pÃ¥ *** nedre ***** av skÃ¤rmen.
199.0,1919.0,1919.0,1919.0,NL_ADLD_EPP_1Y_UPFRONT_SMARTPHONE_Q4B4,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1213,25/08/2022,25/08/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA63,24/08/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,"scherm valt uit , na 50% meteen leeg, audio werkt niet als scherm open is,  schermlaag laat los, krassen","******** vertoont steeds **** problemen , nu werkt ***** niet **** als scherm open is , lader poort werkt soms wel soms niet (geeft *** dat er vloeistof in zit) scherm af en toe flikkeren zwart deel. batterij snel leeg, laag laat ook *** op scherm."
619.0,15490.0,15490.0,15490.0,SE_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Otursskador, fuktskador och stÃƒÂ¶ld",ADLD/THEFT,SEADLDTHEFT12,29/09/2022,29/09/2023,Active,WUAWEI SCPUserPortal,,WUAWEI,WUAWEI-AAA2,29/09/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,,"*** skulle gÃ¥ hemifrÃ¥n, nÃ¤r *** skulle gÃ¥ ut genom grinden ovanfÃ¶r vÃ¥r spiraltrappa fÃ¶rsÃ¶kte katten ***** ut, vilket ledde till att telefonen flÃ¶g ur handen och studsade ner fÃ¶r trappan fÃ¶r att sedan ***** pÃ¥ betongen nedanfÃ¶r.  *** sprang ner och sÃ¥g dÃ¥ att telefonen var helt krossad."
619.0,18407.0,18407.0,18407.0,SE_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Otursskador, fuktskador och stÃ¶ld",ADLD/THEFT,SEADLDTHEFT12,2024-04-07 00:00:00,2025-04-07 00:00:00,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA104,2023-04-07 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,Det var *** *** tappade telefonen. Det var ****************. *** gÃ¥r ut frÃ¥n **** *** *** *** tappade *** pÃ¥ ******. Det var klockan ett pÃ¥ eftermiddagen och *** vet **** *** om nÃ¥got skadat pÃ¥ mobilen.
1079.0,11750.31,11750.31,11750.31,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,2022-09-11 00:00:00,2023-09-05 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA54,2022-09-11 00:00:00,0,self,Online Portal,Accidental Damage,SE,Declined,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,Glappar och skÃ¤rmen slocknar o fÃ¶rblir svar fast man *** tryckt pÃ¥ power knappen.\nGlappar **** tiden nÃ¤r man Ã¶ppnar o stÃ¤nger.\nIbland fÃ¶reblir skÃ¤rmen svart fast man *** vikt ut telefonen
59.0,899.0,899.0,899.0,NL_DISCOUNT_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1208,2022-07-03 00:00:00,2023-07-03 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA202,2022-07-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,"Good morning, \n\nYesterday, I came out from the gym and just as I was about to get into my car the phone fell to the floor and the screen got a small scratch. The phone fell down from about 30cm (very close to the ground). The screen worked perfectly, but after 10 *** I don't know how or I don't know why, the screen stopped working, for no reason!\nI am frustrated by the quality of the phone.\n\nI hope you can help me asap is possible due to I need the phone for my daily work!\n\nI am looking forward to hearing from you.\n\nThank you in advance!\n\nKind regards,\nJavier *************************\n+***********"
2069.0,20462.31,20462.31,20462.31,SE_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q4B4,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1215,2022-11-08 00:00:00,2023-11-08 00:00:00,Active,SWEDEN ESTORE BULK UPLOAD,,WUAWEI,WUAWEI-AAA93,2022-11-08 00:00:00,0,self,Online Portal,Accidental Damage,SE,Declined,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,fram skÃ¤rmen *** inbrÃ¤nda mÃ¶nster frÃ¥n appar. NÃ¤r man *** vit bakgrund ses det *** **** inbrÃ¤nda saker *** **** fÃ¶rsvinner. Det Ã¤r stÃ¶rande och kÃ¤nns **** normalt
109.0,1049.0,1049.0,1049.0,NL_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD24,2022-06-10 00:00:00,2024-06-10 00:00:00,Active,,,WUAWEI,WUAWEI-AAA86,2022-06-10 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Unlocked zonder beeld,"Ik was op visite bij vrienden met *** **** drukke labrador pup, de pup springt onverwachts bij mij op schoot en komt terecht op mijn telefoon. Na dat ik *** hier na *** openen krijg ik strepen in mijn scherm en daarna zwart beeld ik krijg wel unlock geluiden maar *** scherm blijft zwart. De *** keer floept *** scherm wel *** na *** paar keer proberen en de andere keer niet. "
199.0,1799.0,1799.0,1799.0,NL_ADLD_1Y_UPFRONT_SMARTPHONE_Q4B4,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1212,17/09/2022,17/09/2023,Active,PSFM RETAIL ELECTRONICS,,WUAWEI,WUAWEI-AAA93,17/09/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,The internal screen broke from the center,I opened the device normally and ***** a crack that came from the screen. It now has a black line in the center of the large screen and the touch function is not working.
619.0,15990.0,15990.0,15990.0,SE_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Otursskador, vÃ¤tskeskador och stÃ¶ld",ADLD/THEFT,SEADLDTHEFT12,29/04/2023,29/04/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA37,30/04/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Vi satt pÃ¥ balkongen och rÃ¶kte och *** **** mobilen i knÃ¤t, nÃ¤r *** ***** mig upp tappade *** *** och *** Ã¥kte i backen. Baksidan Ã¤r sprucken och mobilen svarar ****. *** gÃ¥r **** ens att sÃ¤tta pÃ¥."
59.0,1649.0,1649.0,1649.0,FI_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Vahinko ja nestevahinko,ADLD,FIADLD6,22/02/2023,22/08/2023,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA104,22/02/2023,0,self,Online Portal,Accidental Damage,FI,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"**** **** puhelimen ensimmÃ¤inen omistaja ja ***** kÃ¤yttÃ¤jÃ¤. Puhelin on ollut huolellisessa pidossa. Se ei *** varsinaisesti pudonnut korkealta, muuta silti ottanut osumaa varmaankin karkaa pintaa vasten."
619.0,16174.0,16174.0,16174.0,SE_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Otursskador, fuktskador och stÃƒÂ¶ld",ADLD/THEFT,SEADLDTHEFT12,22/05/2023,22/05/2024,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA137,22/05/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,*** klÃ¤ttrade pÃ¥ stÃ¤llningen pÃ¥ jobbet och telefon ramlade ur fickan *** prickade ****** *** var stenig och sprÃ¤ckte dÃ¥ skÃ¤rmen *** funkar bra *** skÃ¤rmen Ã¤r sprÃ¤ckt
619.0,12490.0,12490.0,12490.0,SE_ADLD_24M_UPFRONT_TABLET,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD2401,24/11/2022,24/11/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA106,24/11/2022,0,self,Online Portal,Liquid Damage,SE,Completed,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,"The device was not used at the moment, my bottle was leaking, and my tablet that was in my bag got exposed to it, and at the moment I was commuting using the **** and didn't know something was wrong until I arrived at my campus and opened my waterproof bag because no water was leaking out, I only realized it got exposed to water once I opened the bag "
59.0,1449.0,1449.0,1449.0,NL_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT24,2022-09-09 00:00:00,2024-09-09 00:00:00,Active,,,WUAWEI,WUAWEI-AAA9,2022-09-09 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,"My mobile has ****** from my hand when making a selfie and it fall with the up-left corner in a hard floor, i do have a WUAWEI back cover but it must have hit a point without protection, the glass is still intact but the pixels on display got broken, i have a rond spot and coming from it 3 black and ******** ***** across all screen horizontaly and the screen under that point keep ******** and is at some moments almost so dark and flashy that  is not usable."
59.0,1579.0,1579.0,1579.0,NL_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD24,15/03/2023,15/03/2025,Active,,SMARTPHONES,WUAWEI,WUAWEI-AAA104,15/03/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"Scherm voorkant is gebroken, accu klinkt los (als je telefoon beweegt hoor je iets los zitten aan de binnenkant)","Ik **** op straat met telefoon in mijn hand. Stootte mezelf ***** object *** waardoor mijn telefoon viel op de stenen vloer, helaas was *** scherm direct kapot en **** je iets *** zitten *** de binnenkant *** de telefoon."
109.0,1199.0,1199.0,1199.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_Q6B6,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1258,18/07/2024,18/07/2025,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA348,18/07/2024,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,The screen makes a bubbling noise when I pass my fingers on it. Hopefully it's just air under the screen protector but I'm not sure. It happened randomly. 
139.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1247,24/08/2023,24/08/2024,Active,,SMARTPHONES,WUAWEI,WUAWEI-AAA178,24/08/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Oorzaak onbekend, toestel uit de broekzak gehaald, opengeklapt en rechtsboven in de **** ***** pixels kapot. Toestel is nooit gevallen en er is heel voorzichtig *** omgegaan, heb weinig vertrouwen in deze vouwtelefoon. *** toestel ligt al bij Dynafix voor reparatie, "
139.0,1109.0,1109.0,1109.0,NL_ADLD_1Y_UPFRONT_SMARTPHONE_Q4B4,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1212,31/08/2022,31/08/2023,Grace Period,WUAWEI eStore,,WUAWEI,WUAWEI-AAA52,30/08/2022,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,"Nothing is working, hence I cannot logout","I was using the phone. The phone was in my trouser side pocket, I was sitting on the chair and phone fell on carpet, I did not even realize that a small drop can break the phone. After a minute, I picked the phone up and no response from the phone."
59.0,1349.0,1349.0,1349.0,NL_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1203,2022-12-06 00:00:00,2023-12-06 00:00:00,Active,,,WUAWEI,WUAWEI-AAA8,2022-12-06 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,The display is cracked ,"Hello, while shopping in the store, one **** did not notice me and I hit me and then the phone fell out of my hand and then the display broke a@aaaaaaaaaa"
619.0,13490.0,13490.0,13490.0,SE_ADLD_12M_MONTHLY_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD12,23/06/2022,23/06/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA12,23/06/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,NÃ¤r vÃ¥rd pÃ¥ promenad med *** hundar nÃ¤ra vÃ¥r sjÃ¶n.\nUpptÃ¤ckte *** att bild Ã¤r dÃ¥ligt kvalitet.\nMobilen tills momenten till *** vill fixa bilder **** hundar ligger i byxa fickan.\nNÃ¤r vil fixa bild sÃ¥g *** att det Ã¤r dÃ¥ligt sikt.\nProva rensa glas pÃ¥ ******* och det moment sÃ¥g *** att glaset Ã¤r sprucken.\n\nVi provade lÃ¤mna tidigare pÃ¥ anmÃ¤lan *** deras sida funkar ej.\nOch undere samtalet personalen avbrÃ¶t samtalet.\nDÃ¤rfÃ¶r *** lÃ¤mna nu.\n
619.0,18407.0,18407.0,18407.0,SE_ADLD_12M_MONTHLY_SMARTPHONE,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD12,19/02/2023,19/02/2024,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA111,19/02/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"Telefonen satt i *** hÃ¥llare i ***** , *** svÃ¤ngde *** upp pÃ¥ *** **** dÃ¥ lossnade hÃ¥llaren frÃ¥n AC gallret o trillade *** pÃ¥ *** vÃ¤xelspak och fick dÃ¥ spricka i skÃ¤rmen *** sedan *** vÃ¤xt till **** skÃ¤rmen"
619.0,16174.0,16174.0,16174.0,SE_ADLD_12M_MONTHLY_SMARTPHONE,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD12,21/07/2023,21/07/2024,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA149,21/07/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,Det var *** *** anvÃ¤nde enheten. *** tappade *** nÃ¤r *** var *** och gick och skulle ***** i telefonen sÃ¥ trillade *** rakt ner pÃ¥ framsida skÃ¤rm pÃ¥ asfalt. En ***** gÃ¥ng tappade *** *** pÃ¥ keramik plattor och dÃ¥ blev det sprickor pÃ¥ baksidan
59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC_EPP,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade ,ADLD,NLADLD1241,15/02/2023,15/02/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA119,15/02/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,Ik had me telefoon in mijn hand en iemand stoote perongeluk ***** mij *** en zo viel die op de grond. Daardoor is me scherm kapot en als *** scherm donker is wordt *** scherm groen achtig
2069.0,2240.0,2240.0,2240.0,SE_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q4B4,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1215,19/08/2022,19/08/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA66,19/08/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"Tappade telefonen i ****** sÃ¥g en spricka pÃ¥ kameralins samt att telefonen **** gÃ¥r att Ã¶ppna helt, *** att det Ã¤r nÃ¥got med gÃ¥ngjÃ¤rnet *** kÃ¤rvar och skyddsfilmen *** lossnar i vecket, kom in smuts. "
